-92.198454,34.061002,"AR,US-79,SB,RISON REST AREA LEFT EXIT","[RR,PT,,Pets,HF]|"
-92.632524,33.187587,"AR,US-82,WB,EL DORADO WELCOME CENTER FOLLOW SIGNS","[RR,PT,,Pets,HF]|"
-92.637937,33.185567,"AR,US-82,EB,EL DORADO WELCOME CENTER FOLLOW SIGNS","[RR,PT,,Pets,HF]|"
-114.456597,33.617614,"AZ,I-10,EB,EHRENBERG REST AREA, MM5","[RR,PT,VM,Pets,HF]|"
-114.443738,33.621743,"AZ,I-10,WB,EHRENBERG REST AREA, MM5","[RR,PT,VM,Pets,HF]|"
-113.650444,33.613287,"AZ,I-10,EB,BOUSE WASH REST AREA, MM53","[RR,PT,VM,Pets,HF]|"
-113.639995,33.612353,"AZ,I-10,WB,BOUSE WASH REST AREA, MM53","[RR,PT,VM,Pets,HF]|"
-113.075053,33.521172,"AZ,I-10,EB,BURNT WELL REST AREA, MM86","[RR,PT,VM,Pets,HF]|"
-113.062788,33.519759,"AZ,I-10,WB,BURNT WELL REST AREA, MM86","[RR,PT,VM,Pets,HF]|"
-111.786595,33.045287,"AZ,I-10,EB,SACATON REST AREA, MM182","[RR,PT,VM,Pets,HF]|"
-111.769622,33.024532,"AZ,I-10,WB,SACATON REST AREA, MM182","[RR,PT,VM,Pets,HF]|"
-110.079957,32.056887,"AZ,I-10,EB,TEXAS CANYON REST AREA, MM320","[RR,PT,VM,Pets,HF]|"
-110.075012,32.062735,"AZ,I-10,WB,TEXAS CANYON REST AREA, MM320","[RR,PT,VM,Pets,HF]|"
-111.777471,34.670907,"AZ,I-17,NB,McGUIREVILLE REST AREA, MM297","[RR,PT,VM,Pets,HF]|"
-111.768134,34.674548,"AZ,I-17,SB,McGUIREVILLE REST AREA, MM297","[RR,PT,VM,Pets,HF]|"
-112.133471,34.189116,"AZ,I-17,SB,SUNSET POINT REST AREA, MM252","[RR,PT,VM,Pets,HF]|SCENIC VIEW"
-112.13262,34.188244,"AZ,I-17,NB,SUNSET POINT REST AREA-FOLLOW SIGNS, MM252","[RR,PT,VM,Pets,HF]|SCENIC VIEW"
-111.037531,31.762005,"AZ,I-19,NB,CANOA RANCH REST AREA, MM55","[RR,PT,VM,Pets,HF]|"
-111.031585,31.774455,"AZ,I-19,SB,CANOA RANCH REST AREA, MM55","[RR,PT,VM,Pets,HF]|"
-111.008308,35.106066,"AZ,I-40,EB,METEOR CRATER REST AREA, MM235","[RR,PT,,Pets,HF]|"
-114.145418,34.832318,"AZ,I-40,WB,HAVILAND REST AREA, MM23","[RR,PT,VM,Pets,HF]|"
-114.144422,34.828139,"AZ,I-40,EB,HAVILAND REST AREA, MM23","[RR,PT,VM,Pets,HF]|"
-110.989028,35.102446,"AZ,I-40,WB,METEOR CRATER REST AREA, MM235","[RR,PT,VM,Pets,HF]|"
-109.049464,35.360022,"AZ,I-40,WB,PAINTED CLIFFS WELCOME CENTER FOLLOW SIGNS, MM358","[RR,PT,VM,Pets,HF]|"
-109.054104,35.355565,"AZ,I-40,EB,PAINTED CLIFFS WELCOME CENTER FOLLOW SIGNS, MM358","[RR,PT,VM,Pets,HF]|"
-113.268794,32.848637,"AZ,I-8,EB,SENTINEL REST AREA, MM83","[RR,PT,VM,Pets,HF]|"
-113.249671,32.855361,"AZ,I-8,WB,SENTINEL REST AREA, MM83","[RR,PT,VM,Pets,HF]|"
-111.733936,35.032012,"AZ,SR-89A,NB/SB,OAK CREEK CANYON PICNIC AREA","[RR],,,,|SCENIC VIEW,NATIVE AMERICAN JEWELRY SALES"
-109.045172,36.998976,"AZ,US-160,NB/SB,REST AREA-4 CORNERS NATIONAL MONUMENT","[RR,PT,,,|UTE NAVAJO BORDER"
-111.106947,33.286978,"AZ,US-60,NB/SB,REST AREA (NT)","[RR,PT,,Pets,HF]|FOOD,RESTAURANT"
-112.674864,33.909272,"AZ,US-60,NB/SB,HASSAYAMPA REST AREA, MM116","[RR,PT,,Pets,HF]|"
-111.629472,36.816414,"AZ,US-89A,NB/SB,NAVAJO BRIDGE REST AREA, MM538","[RR(PP)],,,,|"
-112.254745,36.830064,"AZ,US-89A,NB/SB,PICNIC AREA/SCENIC OVERLOOK","[RR(VT),PT,,Pets],|"
-120.185671,39.327558,"CA,ADDRESS,,TRUCKEE DOWNTOWN WELCOME CENTER","[RR,,,,HF]|10065 DONNER PASS RD, TRUCKEE,CA 96161"
-122.285965,40.432407,"CA,ADDRESS,,ANDERSON WELCOME CENTER SHASTA OUTLETS","[RR,,,,HF]|1699 HWY 273, ANDERSON,CA 96007"
-117.084465,34.847079,"CA,ADDRESS,,BARSTOW TANGER OUTLETS WELCOME CENTER","[RR,,,,HF]|2796 TANGER WAY, BARSTOW,CA 92311"
-116.426636,34.120297,"CA,ADDRESS,,YUCCA VALLEY WELCOME CENTER","[RR,,,,HF]|56711 TWENTYNINE PALMS HWY, YUCCA VALLEY,CA"
-117.998382,33.864592,"CA,ADDRESS,,BUENA PARK WELCOME CENTER CARS ONLY","[RR,,,,HF]|6601 BEACH BLVD, BUENA PARK,CA 92054"
-117.384061,33.202916,"CA,ADDRESS,,OCEANSIDE WELCOME CENTER CARS ONLY FOLLOW SIGNS","[RR,,,,HF]|928 N COAST HWY, OCEANSIDE,CA 92054"
-117.08112,34.013713,"CA,I-10,EB,WILDWOOD REST AREA, MM86","[RR,PT,,Pets,HF]|PHONES"
-117.01742,33.956475,"CA,I-10,WB,CLOSED DUE TO WATER PROBLEMS NO ETO BROOKSIDE REST AREA, MM91","[RR,PT,,Pets,HF]|PHONES"
-116.660912,33.92237,"CA,I-10,WB,WHITEWATER REST AREA, MM113","[RR,PT,,Pets,HF]|PHONES"
-116.667007,33.922266,"CA,I-10,EB,WHITEWATER REST AREA, MM113","[RR,PT,,Pets,HF]|PHONES"
-115.969275,33.679013,"CA,I-10,EB,CLOSED FOR MAINTENANCE NO ETO CACTUS CITY REST AREA, MM159","[RR,PT,,Pets,HF]|"
-115.959131,33.677838,"CA,I-10,WB,CLOSED FOR MAINTENANCE NO ETO CACTUS CITY REST AREA, MM159","[RR,PT,,Pets,HF]|"
-114.905177,33.607482,"CA,I-10,EB,CLOSED DUE TO MAINTENANCE NO ETO WILEY'S WELL REST AREA FOLLOW SIGNS, MM222","[RR,PT,,Pets,HF]|PHONES"
-114.897555,33.608233,"CA,I-10,WB,CLOSED DUE TO MAINTENANCE NO ETO WILEY'S WELL REST AREA FOLLOW SIGNS, MM222","[RR,PT,,Pets,HF]|PHONES"
-117.085633,34.850381,"CA,I-15,NB,BARSTOW TANGER OUTLETS WELCOME CENTER FOLLOW SIGNS, MM178","[RR,,,,HF]|"
-117.08416,34.857495,"CA,I-15,SB,BARSTOW TANGER OUTLETS WELCOME CENTER FOLLOW SIGNS, MM178","[RR,,,,HF]|"
-116.474016,35.031282,"CA,I-15,NB,CLYDE V KANE REST AREA, MM216","[RR,PT,,Pets,HF]|PHONES"
-115.703298,35.433569,"CA,I-15,NB,VALLEY WELLS REST AREA, MM272","[RR,PT,VM,Pets,HF]|PHONES"
-115.698344,35.435844,"CA,I-15,SB,VALLEY WELLS REST AREA, MM272","[RR,PT,VM,Pets,HF]|PHONES"
-122.363505,37.537109,"CA,I-280,NB,CRYSTAL SPRINGS REST AREA, MM29","[RR,PT,VM,Pets,HF]|PHONES"
-116.528956,34.801521,"CA,I-40,EB,DESERT OASIS REST AREA, MM28","[RR,PT,,Pets,HF]|PHONES"
-116.517511,34.799975,"CA,I-40,WB,DESERT OASIS REST AREA, MM28","[RR,PT,,Pets,HF]|PHONES"
-115.222681,34.808704,"CA,I-40,EB,JOHN WILKIE REST AREA, MM106","[RR,PT,,Pets,HF]|PHONES"
-115.216166,34.810022,"CA,I-40,WB,JOHN WILKIE REST AREA, MM106","[RR,PT,,Pets,HF]|PHONES"
-122.282469,40.424593,"CA,I-5,NB,ANDERSON WELCOME CENTER FOLLOW SIGNS SHASTA OUTLETS, MM667","[RR,,,,HF]|"
-122.288008,40.440392,"CA,I-5,SB,ANDERSON WELCOME CENTER FOLLOW SIGNS SHASTA OUTLETS, MM667","[RR,,,,HF]|"
-118.002015,33.868155,"CA,I-5,SB,BUENA PARK WELCOME CENTER CARS ONLY FOLLOW SIGNS, MM116","[RR,,,,HF]|"
-117.998537,33.866884,"CA,I-5,NB,BUENA PARK WELCOME CENTER CARS ONLY FOLLOW SIGNS, MM116","[RR,,,,HF]|"
-122.315685,40.792327,"CA,I-5,NB,O'BRIEN REST AREA, MM694","[RR,PT,,Pets,HF]|PHONES"
-122.182217,39.244784,"CA,I-5,SB,MAXWELL REST AREA, MM584","[RR,PT,,Pets,HF]|PHONES"
-122.181565,39.237544,"CA,I-5,NB,MAXWELL REST AREA, MM584","[RR,PT,,Pets,HF]|PHONES"
-121.615471,38.672761,"CA,I-5,SB,ELKHORN REST AREA, MM537","[RR,PT,,,HF]|PHONES"
-119.427241,35.420374,"CA,I-5,SB,BUTTONWILLOW REST AREA, MM259","[RR,PT,VM,Pets,HF]|"
-119.419671,35.415437,"CA,I-5,NB,BUTTONWILLOW REST AREA, MM259","[RR,PT,VM,Pets,HF]|"
-122.209355,39.596027,"CA,I-5,SB,WILLOWS REST AREA, MM608","[RR,PT,,Pets,HF]|RV Dump,PHONES"
-122.20925,39.589438,"CA,I-5,NB,WILLOWS REST AREA, MM608","[RR,PT,,Pets,HF]|RV Dump,PHONES"
-121.326217,37.584761,"CA,I-5,SB,WESTLY REST AREA, MM445","[RR,PT,VM,Pets,HF]|RV Dump,PHONES"
-118.868731,34.830621,"CA,I-5,SB,TEJON PASS REST AREA, MM207","[RR,PT,VM,Pets,HF]|RV Dump,PHONES"
-118.873614,34.825197,"CA,I-5,NB,TEJON PASS REST AREA, MM207","[RR,PT,VM,Pets,HF]|RV Dump,PHONES"
-117.445031,33.275376,"CA,I-5,SB,ALISO CREEK REST AREA, MM60","[RR,PT,VM,Pets,HF]|RV Dump,PHONES"
-117.433046,33.265842,"CA,I-5,NB,ALISO CREEK REST AREA, MM60","[RR,PT,VM,Pets,HF]|RV Dump,PHONES"
-122.569776,41.859532,"CA,I-5,SB,RANDOLPH E COLLIER REST AREA-FOLLOW SIGNS, MM786","[RR,PT,,Pets,HF]|"
-122.570638,41.853579,"CA,I-5,NB,RANDOLPH E COLLIER REST AREA-FOLLOW SIGNS, MM786","[RR,PT,,Pets,HF]|"
-122.457891,41.480248,"CA,I-5,SB,WEED AIRPORT REST AREA-FOLLOW SIGNS, MM753","[RR,PT,,Pets,HF]|PHONES"
-122.451915,41.472215,"CA,I-5,NB,WEED AIRPORT REST AREA-FOLLOW SIGNS, MM753","[RR,PT,,Pets,HF]|PHONES"
-122.401389,40.921161,"CA,I-5,SB,LAKEHEAD REST AREA, MM705","[RR,PT,VM,Pets,HF]|PHONES"
-122.270948,40.27395,"CA,I-5,SB,HEBERT S MILES REST AREA, MM656","[RR,PT,,Pets,HF]|PHONES"
-122.259969,40.248081,"CA,I-5,NB,HEBERT S MILES REST AREA, MM656","[RR,PT,,Pets,HF]|PHONES"
-121.980728,38.895453,"CA,I-5,SB,DUNNIGAN REST AREA, MM557","[RR,PT,,Pets,HF]|PHONES"
-121.976886,38.889221,"CA,I-5,NB,DUNNIGAN REST AREA, MM557","[RR,PT,,Pets,HF]|PHONES"
-121.320371,37.581034,"CA,I-5,NB,WESTLY REST AREA, MM445","[RR,PT,VM,Pets,HF]|RV Dump,PHONES"
-120.785239,36.866253,"CA,I-5,SB,JOHN ERRECA REST AREA, MM386","[RR,PT,VM,Pets,HF]|PHONES"
-120.780655,36.860709,"CA,I-5,NB,JOHN ERRECA REST AREA, MM386","[RR,PT,VM,Pets,HF]|PHONES"
-120.118142,36.092799,"CA,I-5,SB,COALINGA REST AREA, MM321","[RR,PT,VM,Pets,HF]|PHONES"
-120.111712,36.086482,"CA,I-5,NB,COALINGA REST AREA, MM321","[RR,PT,VM,Pets,HF]|PHONES"
-117.384868,33.206221,"CA,I-5,SB,OCEANSIDE WELCOME CENTER CARS ONLY FOLLOW SIGNS, MM54B","[RR,,,,HF]|CARS ONLY"
-117.378509,33.202711,"CA,I-5,NB,OCEANSIDE WELCOME CENTER CARS ONLY FOLLOW SIGNS, MM54A","[RR,,,,HF]|CARS ONLY"
-114.891605,32.737155,"CA,I-8,WB,SAND HILLS REST AREA-LEFT EXIT, MM20","[RR,,,,HF]|"
-114.889575,32.737232,"CA,I-8,EB,SAND HILLS REST AREA-LEFT EXIT, MM20","[RR,,,,HF]|"
-115.672822,32.773694,"CA,I-8,EB,SUNBEAM REST AREA, MM108","[RR,PT,VM,Pets,HF]|RV Dump,PHONES"
-115.665454,32.774142,"CA,I-8,WB,SUNBEAM REST AREA, MM108","[RR,PT,,Pets,HF]|RV Dump,PHONES"
-116.486991,32.763057,"CA,I-8,EB,BUCKMAN SPRINGS REST AREA FOLLOW SIGNS, MM51","[RR,PT,,Pets,HF]|RV Dump,PHONES"
-116.482413,32.756553,"CA,I-8,WB,BUCKMAN SPRINGS REST AREA FOLLOW SIGNS, MM51","[RR,PT,,Pets,HF]|RV Dump,PHONES"
-120.19543,39.324154,"CA,I-80,EB,TRUCKEE WELCOME CENTER FOLLOW SIGNS, MM186","[RR,,,,HF]|"
-120.191978,39.326443,"CA,I-80,WB,TRUCKEE WELCOME CENTER FOLLOW SIGNS, MM186","[RR,,,,HF]|"
-120.852502,39.179353,"CA,I-80,EB,GOLD RUN REST AREA, MM143","[RR,PT,VM,Pets,HF]|PHONES"
-120.33748,39.34297,"CA,I-80,WB,DONNER SUMMIT REST AREA SCENIC VISTA, MM175","[RR,PT,,Pets,HF]|"
-120.343251,39.340474,"CA,I-80,EB,DONNER SUMMIT REST AREA SCENIC VISTA, MM175","[RR,PT,,Pets,HF]|"
-120.851774,39.180501,"CA,I-80,WB,GOLD RUN REST AREA, MM143","[RR,PT,VM,Pets,HF]|PHONES"
-122.214919,38.155296,"CA,I-80,WB,HUNTER HILL REST AREA SCENIC VISTA, MM35","[RR,PT,VM,Pets,HF]|PHONES"
-122.943021,40.666214,"CA,SR-299,EB,MOON LIM LEE REST AREA","[RR,PT,,Pets,HF]|PHONES"
-123.548399,40.882965,"CA,SR-299,WB,FRANCIS B MATHEWS REST AREA LEFT EXIT","[RR,PT,,Pets,HF]|RV Dump"
-123.550218,40.882483,"CA,SR-299,EB,FRANCIS B MATHEWS REST AREA","[RR,PT,,Pets,HF]|RV Dump"
-121.897051,40.864851,"CA,SR-299,EB/WB,HILLCREST REST AREA CLOSED FOR WINTER ETO SPRING 2016","[RR,PT,VM,Pets,HF]|"
-121.163116,40.303423,"CA,SR-36,EB/WB,LAKE ALMANOR REST AREA CLOSED FOR WINTER ETO SPRING 2016","[RR,PT,,Pets,HF]|"
-121.089198,40.586543,"CA,SR-44,EB,BOGARD REST AREA","[RR,PT,,Pets,HF]|PHONES"
-121.086785,40.584394,"CA,SR-44,WB,BOGARD REST AREA LEFT EXIT","[RR,PT,,Pets,HF]|PHONES"
-121.833229,40.505285,"CA,SR-44,EB/WB,SHINGLETOWN REST AREA CLOSED FOR WINTER DTO SPRING 2016","[RR,PT,,Pets,HF]|"
-120.348716,35.6748,"CA,SR-46,EB,SHANDON REST AREA","[RR,PT,VM,Pets,HF]|"
-120.34705,35.67592,"CA,SR-46,WB,SHANDON REST AREA LEFT EXIT","[RR,PT,VM,Pets,HF]|"
-117.722885,35.006643,"CA,SR-58,EB,BORON REST AREA, MM195","[RR,PT,VM,Pets,HF]|PHONES"
-117.715114,35.007043,"CA,SR-58,WB,BORON REST AREA, MM195","[RR,PT,VM,Pets,HF]|PHONES"
-120.833375,39.921721,"CA,SR-70,WB,MASSACK REST AREA CLOSED FOR WINTER-ETO SPRING 2016","[RR,PT,,Pets,HF]|PHONES"
-120.834586,39.923186,"CA,SR-70,EB,MASSACK REST AREA CLOSED FOR WINTER-ETO SPRING 2016","[RR,PT,,Pets,HF]|PHONES"
-120.41756,39.824284,"CA,SR-70,EB,L T DAVIS REST AREA CLOSED FOR WINTER-ETO SPRING 2016","[RR,PT,,Pets,HF]|PHONES"
-120.415462,39.824282,"CA,SR-70,WB,L T DAVIS REST AREA CLOSED FOR WINTER-ETO SPRING 2016","[RR,PT,,Pets,HF]|PHONES"
-120.823084,37.463921,"CA,SR-99,NB,ENOCH CHRISTOFFERSEN REST AREA, MM212","[RR,PT,VM,Pets,HF]|PHONES"
-119.322867,36.104685,"CA,SR-99,NB,PHILIP S RAINE REST AREA, MM80","[RR,PT,VM,Pets,HF]|RV Dump,PHONES"
-120.830887,37.466569,"CA,SR-99,SB,ENOCH CHRISTOFFERSEN REST AREA, MM212","[RR,PT,VM,Pets,HF]|PHONES"
-119.323863,36.111546,"CA,SR-99,SB,PHILIP S RAINE REST AREA, MM80","[RR,PT,VM,Pets,HF]|RV Dump,PHONES"
-119.515853,36.48856,"CA,SR-99,NB,C H WARLOW REST AREA-FOLLOW SIGNS","[RR,PT,VM,Pets,HF]|PHONES"
-119.520663,36.491072,"CA,SR-99,SB,C H WARLOW REST AREA-FOLLOW SIGNS","[RR,PT,VM,Pets,HF]|PHONES"
-123.447842,39.586123,"CA,US-101,NB ONLY,IRVINE LODGE REST AREA","[RR,PT,,Pets,HF]|PHONES"
-123.425377,39.550772,"CA,US-101,SB ONLY,MOSS COVE REST AREA","[RR,PT,,Pets,HF]|PHONES"
-124.151098,41.093574,"CA,US-101,SB,TRINIDAD REST AREA, MM731","[RR,PT,,Pets,HF]|PHONES"
-124.15086,41.120703,"CA,US-101,NB,TRINIDAD REST AREA, MM730","[RR,PT,,Pets,HF]|RV Dump,PHONES"
-123.594263,39.826147,"CA,US-101,NB,EMPIRE CAMP REST AREA","[RR,PT,VM,Pets,HF]|PHONES"
-122.481287,37.832998,"CA,US-101,NB,H DANA BOWERS WELCOME CENTER","[RR,PT,VM,Pets,HF]|PHONES"
-120.77318,35.851665,"CA,US-101,SB,CAMP ROBERTS REST AREA, MM248","[RR,PT,VM,Pets,HF]|PHONES"
-120.759047,35.82803,"CA,US-101,NB,CAMP ROBERTS REST AREA, MM246","[RR,PT,VM,Pets,HF]|PHONES"
